unit_name,faction,shared_with,id,points,models,T,W,Sv,InSv,FNP,OC,move,keywords,model_groups,weapon_name,weapon_type,attacks,skill,S,AP,damage,weapon_models,abilities,notes
Warp Spiders,Xenos - Aeldari,,57ec-47a8-a59a-6a46,105,5,3,1,3,5,,1,12.0,"FLY, INFANTRY",4x T3 W1 Sv3+ Inv5+ | 1x T3 W2 Sv3+ Inv5+,Close Combat Weapon,Melee,2,3,3,0,1,4,,
Warp Spiders,Xenos - Aeldari,,57ec-47a8-a59a-6a46,105,5,3,1,3,5,,1,12.0,"FLY, INFANTRY",4x T3 W1 Sv3+ Inv5+ | 1x T3 W2 Sv3+ Inv5+,Close Combat Weapon,Melee,2,3,3,0,1,1,,
Warp Spiders,Xenos - Aeldari,,57ec-47a8-a59a-6a46,105,5,3,1,3,5,,1,12.0,"FLY, INFANTRY",4x T3 W1 Sv3+ Inv5+ | 1x T3 W2 Sv3+ Inv5+,Exarch's Deathspinner,Ranged,D6,2,6,-2,1,1,"Torrent, Ignores Cover",
Wave Serpent,Xenos - Aeldari,,ad88-f706-318c-e70e,115,1,9,13,3,5,,2,14.0,"FLY, TRANSPORT, VEHICLE",,Wraithbone Hull,Melee,3,4,6,0,1,1,,
Wave Serpent,Xenos - Aeldari,,ad88-f706-318c-e70e,115,1,9,13,3,5,,2,14.0,"FLY, TRANSPORT, VEHICLE",,Twin Shuriken Catapult,Ranged,2,3,4,-1,1,1,Twin-linked,
Wave Serpent,Xenos - Aeldari,,ad88-f706-318c-e70e,115,1,9,13,3,5,,2,14.0,"FLY, TRANSPORT, VEHICLE",,Twin Shuriken Cannon,Ranged,3,3,6,-1,2,1,"Lethal Hits, Twin-linked",
Windriders,Xenos - Aeldari,,592a-b255-6c58-19ec,80,3,4,2,4,6,,2,14.0,"FLY, MOUNTED",,Twin shuriken catapult,Ranged,2,3,4,-1,1,3,Twin-linked,
Windriders,Xenos - Aeldari,,592a-b255-6c58-19ec,80,3,4,2,4,6,,2,14.0,"FLY, MOUNTED",,Close combat weapon,Melee,3,3,3,0,1,3,,
Wraithblades,Xenos - Aeldari,,bb4f-4359-cc16-e6d5,140,5,6,3,2,,,1,6.0,INFANTRY,,Ghostswords,Melee,5,4,5,-2,2,5,,
Wraithguard,Xenos - Aeldari,,5aa4-107-d7ee-f0f3,145,5,6,3,2,,,1,6.0,INFANTRY,,Close Combat Weapon,Melee,3,4,5,0,1,5,,
Wraithguard,Xenos - Aeldari,,5aa4-107-d7ee-f0f3,145,5,6,3,2,,,1,6.0,INFANTRY,,Wraithcannon,Ranged,1,4,14,-4,D6+1,5,,
Wraithknight,Xenos - Aeldari,,bfd-df5a-b358-4cf9,385,1,12,18,2,,,10,12.0,"MONSTER, TITANIC, WALKER",,Titanic Feet,Melee,5,3,8,-1,2,1,,
Wraithknight,Xenos - Aeldari,,bfd-df5a-b358-4cf9,385,1,12,18,2,,,10,12.0,"MONSTER, TITANIC, WALKER",,Heavy Wraithcannon,Ranged,D3,3,20,-4,2D6,1,Devastating Wounds,
Wraithknight,Xenos - Aeldari,,bfd-df5a-b358-4cf9,385,1,12,18,2,,,10,12.0,"MONSTER, TITANIC, WALKER",,Suncannon,Ranged,D6+4,3,10,-3,3,1,Blast,
Wraithknight with Ghostglaive,Xenos - Aeldari,,d756-653a-872b-5c1b,380,1,12,18,2,,,10,12.0,"MONSTER, TITANIC, WALKER",,➤ Titanic Ghostglaive - Strike,Melee,5,3,16,-3,6,1,,
Wraithknight with Ghostglaive,Xenos - Aeldari,,d756-653a-872b-5c1b,380,1,12,18,2,,,10,12.0,"MONSTER, TITANIC, WALKER",,Heavy Wraithcannon,Ranged,D3,3,20,-4,2D6,1,Devastating Wounds,
Wraithlord,Xenos - Aeldari,,b9e9-397e-d83a-f77a,125,1,10,10,2,,,3,8.0,"MONSTER, WALKER",,Wraithbone Fists,Melee,4,4,7,-2,2,1,,
Wraithlord,Xenos - Aeldari,,b9e9-397e-d83a-f77a,125,1,10,10,2,,,3,8.0,"MONSTER, WALKER",,Shuriken Catapult,Ranged,2,4,4,-1,1,2,,
Ynnari Archon,Xenos - Aeldari,,5f10-27fc-f1e4-af90,85,1,3,4,4,2,,1,8.0,"CHARACTER, INFANTRY",,Huskblade,Melee,5,2,3,-2,2,1,Anti-Infantry 3+,
Ynnari Archon,Xenos - Aeldari,,5f10-27fc-f1e4-af90,85,1,3,4,4,2,,1,8.0,"CHARACTER, INFANTRY",,Splinter Pistol,Ranged,1,2,2,0,1,1,Anti-Infantry 3+,
Ynnari Incubi,Xenos - Aeldari,,5bf7-f905-8fab-43b4,80,5,3,1,3,5,,1,7.0,INFANTRY,4x T3 W1 Sv3+ Inv5+ | 1x T3 W2 Sv3+ Inv5+,Klaive,Melee,3,3,4,-2,2,4,,
Ynnari Incubi,Xenos - Aeldari,,5bf7-f905-8fab-43b4,80,5,3,1,3,5,,1,7.0,INFANTRY,4x T3 W1 Sv3+ Inv5+ | 1x T3 W2 Sv3+ Inv5+,Klaive,Melee,3,3,4,-2,2,1,,
Ynnari Kabalite Warriors,Xenos - Aeldari,,807b-0b72-5908-a3d4,110,10,3,1,4,6,,2,8.0,"BATTLELINE, INFANTRY",,Shredder,Ranged,D6,2,6,0,1,9,Torrent,
Ynnari Kabalite Warriors,Xenos - Aeldari,,807b-0b72-5908-a3d4,110,10,3,1,4,6,,2,8.0,"BATTLELINE, INFANTRY",,Close Combat Weapon,Melee,2,3,3,0,1,9,,
Ynnari Kabalite Warriors,Xenos - Aeldari,,807b-0b72-5908-a3d4,110,10,3,1,4,6,,2,8.0,"BATTLELINE, INFANTRY",,Splinter Rifle,Ranged,2,3,2,0,1,1,Anti-Infantry 3+,
Ynnari Kabalite Warriors,Xenos - Aeldari,,807b-0b72-5908-a3d4,110,10,3,1,4,6,,2,8.0,"BATTLELINE, INFANTRY",,Close Combat Weapon,Melee,2,3,3,0,1,1,,
Ynnari Raider,Xenos - Aeldari,,8e15-3c74-d36f-7669,70,1,8,10,4,6,,2,14.0,"FLY, TRANSPORT, VEHICLE",,Bladevanes,Melee,3,4,6,0,1,1,,
Ynnari Raider,Xenos - Aeldari,,8e15-3c74-d36f-7669,70,1,8,10,4,6,,2,14.0,"FLY, TRANSPORT, VEHICLE",,Dark Lance,Ranged,1,3,12,-3,D6+2,1,,
Ynnari Reavers,Xenos - Aeldari,,915d-ad53-9518-7a85,65,3,4,2,4,6,,2,16.0,"FLY, MOUNTED",,Splinter Rifle,Ranged,2,3,2,0,1,2,Anti-Infantry 3+,
Ynnari Reavers,Xenos - Aeldari,,915d-ad53-9518-7a85,65,3,4,2,4,6,,2,16.0,"FLY, MOUNTED",,Splinter Pistol,Ranged,1,3,2,0,1,2,Anti-Infantry 3+,
Ynnari Reavers,Xenos - Aeldari,,915d-ad53-9518-7a85,65,3,4,2,4,6,,2,16.0,"FLY, MOUNTED",,Bladevanes,Melee,3,3,4,0,1,2,,
Ynnari Reavers,Xenos - Aeldari,,915d-ad53-9518-7a85,65,3,4,2,4,6,,2,16.0,"FLY, MOUNTED",,Splinter Pistol,Ranged,1,3,2,0,1,1,Anti-Infantry 3+,
Ynnari Reavers,Xenos - Aeldari,,915d-ad53-9518-7a85,65,3,4,2,4,6,,2,16.0,"FLY, MOUNTED",,Bladevanes,Melee,3,3,4,0,1,1,,
Ynnari Reavers,Xenos - Aeldari,,915d-ad53-9518-7a85,65,3,4,2,4,6,,2,16.0,"FLY, MOUNTED",,Splinter Rifle,Ranged,2,3,2,0,1,1,Anti-Infantry 3+,
Ynnari Succubus,Xenos - Aeldari,,c2e0-ca3e-e8c1-e019,45,1,3,4,6,4,,1,8.0,"CHARACTER, INFANTRY",,Succubus Weapons,Melee,6,2,3,-2,1,1,Anti-Infantry 3+,
Ynnari Venom,Xenos - Aeldari,,5443-6671-baeb-77a3,65,1,6,6,4,6,,1,14.0,"FLY, TRANSPORT, VEHICLE",,Bladevanes,Melee,3,4,5,0,1,1,,
Ynnari Venom,Xenos - Aeldari,,5443-6671-baeb-77a3,65,1,6,6,4,6,,1,14.0,"FLY, TRANSPORT, VEHICLE",,Splinter Cannon,Ranged,3,3,3,-1,2,1,"Sustained Hits 1, Anti-Infantry 3+",
Ynnari Venom,Xenos - Aeldari,,5443-6671-baeb-77a3,65,1,6,6,4,6,,1,14.0,"FLY, TRANSPORT, VEHICLE",,Twin Splinter Rifle,Ranged,2,3,2,0,1,1,"Twin-linked, Rapid Fire 1, Anti-Infantry 3+",
Ynnari Wyches,Xenos - Aeldari,,36fd-7c3f-b728-c5d4,90,10,3,1,6,4,,2,8.0,"BATTLELINE, INFANTRY",,Splinter Pistol,Ranged,1,3,2,0,1,9,Anti-Infantry 3+,
Ynnari Wyches,Xenos - Aeldari,,36fd-7c3f-b728-c5d4,90,10,3,1,6,4,,2,8.0,"BATTLELINE, INFANTRY",,Hekatarii Blade,Melee,3,3,3,-1,1,9,,
Ynnari Wyches,Xenos - Aeldari,,36fd-7c3f-b728-c5d4,90,10,3,1,6,4,,2,8.0,"BATTLELINE, INFANTRY",,Hekatarii Blade,Melee,3,3,3,-1,1,1,,
Yvraine,Xenos - Aeldari,,ada5-25ce-d5d5-4ccb,100,1,3,4,6,4,,1,8.0,"CHARACTER, EPIC HERO, INFANTRY, PSYKER",,Kha-vir,Melee,5,2,4,-3,2,1,Devastating Wounds,
Yvraine,Xenos - Aeldari,,ada5-25ce-d5d5-4ccb,100,1,3,4,6,4,,1,8.0,"CHARACTER, EPIC HERO, INFANTRY, PSYKER",,Storm of Whispers,Ranged,D6+3,2,2,-2,1,1,"Devastating Wounds, Anti-Infantry 2+",
Archon,Xenos - Drukhari,,5c1c-fa4a-3234-c711,80,1,3,4,4,2,,1,7.0,"CHARACTER, INFANTRY",,Splinter pistol,Ranged,1,2,2,0,1,1,Anti-Infantry 3+,
Archon,Xenos - Drukhari,,5c1c-fa4a-3234-c711,80,1,3,4,4,2,,1,7.0,"CHARACTER, INFANTRY",,Huskblade,Melee,4,2,3,-2,3,1,Devastating Wounds,
Cronos,Xenos - Drukhari,,a5d3-e21b-bf13-a952,55,1,7,7,3,6,,2,7.0,"FLY, MONSTER",,Spirit Syphon,Ranged,D6,2,5,-1,1,1,"Torrent, Ignores Cover",
Cronos,Xenos - Drukhari,,a5d3-e21b-bf13-a952,55,1,7,7,3,6,,2,7.0,"FLY, MONSTER",,Spirit-leech Tentacles,Melee,6,3,5,-1,1,1,Anti-Infantry 2+,
Drazhar,Xenos - Drukhari,,a30b-b966-d264-e935,85,1,3,5,2,4,,1,7.0,"CHARACTER, EPIC HERO, INFANTRY",,➤ The Executioner's demiklaives - Dual Blades,Melee,8,2,5,-2,2,1,Devastating Wounds,
Haemonculus,Xenos - Drukhari,,32ff-aec4-9669-c8a2,50,1,4,5,5,6,,1,7.0,"CHARACTER, INFANTRY",,Haemonculus tools and scissorhands,Melee,5,2,3,-1,D3,1,Anti-Infantry 2+,
Haemonculus,Xenos - Drukhari,,32ff-aec4-9669-c8a2,50,1,4,5,5,6,,1,7.0,"CHARACTER, INFANTRY",,Stinger Pistol,Ranged,1,2,2,-1,D3,1,Anti-Infantry 2+,
Hand of the Archon,Xenos - Drukhari,,76ab-197c-bd41-181b,115,10,3,1,4,6,,1,7.0,INFANTRY,,Splinter Rifle,Ranged,2,3,2,0,1,1,Anti-Infantry 3+,
Hand of the Archon,Xenos - Drukhari,,76ab-197c-bd41-181b,115,10,3,1,4,6,,1,7.0,INFANTRY,,Close Combat Weapon,Melee,2,3,3,0,1,1,,
Hand of the Archon,Xenos - Drukhari,,76ab-197c-bd41-181b,115,10,3,1,4,6,,1,7.0,INFANTRY,,Splinter Rifle,Ranged,2,3,2,0,1,9,Anti-Infantry 3+,
Hand of the Archon,Xenos - Drukhari,,76ab-197c-bd41-181b,115,10,3,1,4,6,,1,7.0,INFANTRY,,Close Combat Weapon,Melee,2,3,3,0,1,9,,
Hellions,Xenos - Drukhari,,2311-9feb-9d0a-8154,90,5,4,2,4,6,,1,14.0,"FLY, MOUNTED",,Hellglaive,Melee,3,3,4,-1,2,4,"Sustained Hits 1, Lance",
Hellions,Xenos - Drukhari,,2311-9feb-9d0a-8154,90,5,4,2,4,6,,1,14.0,"FLY, MOUNTED",,Splinter Pods,Ranged,2,3,2,0,1,4,"Twin-linked, Anti-Infantry 3+",
Hellions,Xenos - Drukhari,,2311-9feb-9d0a-8154,90,5,4,2,4,6,,1,14.0,"FLY, MOUNTED",,Splinter Pods,Ranged,2,3,2,0,1,1,"Twin-linked, Anti-Infantry 3+",
Hellions,Xenos - Drukhari,,2311-9feb-9d0a-8154,90,5,4,2,4,6,,1,14.0,"FLY, MOUNTED",,Hellglaive,Melee,3,3,4,-1,2,1,"Sustained Hits 1, Lance",
Incubi,Xenos - Drukhari,,1529-793d-481b-82bf,90,5,3,1,3,5,,1,7.0,INFANTRY,4x T3 W1 Sv3+ Inv5+ | 1x T3 W2 Sv3+ Inv5+,Klaive,Melee,3,3,5,-2,2,4,,
Incubi,Xenos - Drukhari,,1529-793d-481b-82bf,90,5,3,1,3,5,,1,7.0,INFANTRY,4x T3 W1 Sv3+ Inv5+ | 1x T3 W2 Sv3+ Inv5+,➤ Demiklaives - Dual Blades,Melee,6,3,4,-2,1,1,,
Kabalite Warriors,Xenos - Drukhari,,d20b-783-ccf6-b29d,110,10,3,1,4,6,,2,7.0,"BATTLELINE, INFANTRY",,Splinter Rifle,Ranged,2,3,2,0,1,9,Anti-Infantry 3+,
Kabalite Warriors,Xenos - Drukhari,,d20b-783-ccf6-b29d,110,10,3,1,4,6,,2,7.0,"BATTLELINE, INFANTRY",,Close Combat Weapon,Melee,2,3,3,0,1,9,,
Kabalite Warriors,Xenos - Drukhari,,d20b-783-ccf6-b29d,110,10,3,1,4,6,,2,7.0,"BATTLELINE, INFANTRY",,Splinter Rifle,Ranged,2,3,2,0,1,1,Anti-Infantry 3+,
Kabalite Warriors,Xenos - Drukhari,,d20b-783-ccf6-b29d,110,10,3,1,4,6,,2,7.0,"BATTLELINE, INFANTRY",,Close Combat Weapon,Melee,2,3,3,0,1,1,,
Lady Malys,Xenos - Drukhari,,a223-234b-7886-fccc,100,1,3,5,4,4,,2,7.0,"CHARACTER, EPIC HERO, INFANTRY",,Lady's Blade,Melee,6,2,5,-3,3,1,Devastating Wounds,
Lady Malys,Xenos - Drukhari,,a223-234b-7886-fccc,100,1,3,5,4,4,,2,7.0,"CHARACTER, EPIC HERO, INFANTRY",,Razor fan,Melee,6,2,3,0,1,1,,
Lelith Hesperax,Xenos - Drukhari,,ae1b-1a96-5b4c-cecc,80,1,3,4,6,4,,1,8.0,"CHARACTER, EPIC HERO, INFANTRY",,Lelith's blades,Melee,8,2,3,-2,1,1,"Sustained Hits 2, Anti-Infantry 2+",
Mandrakes,Xenos - Drukhari,,6a3a-7973-b509-532e,80,5,3,1,7,5,,1,8.0,INFANTRY,,Baleblast,Ranged,2,3,5,-1,1,4,"Devastating Wounds, Ignores Cover",
Mandrakes,Xenos - Drukhari,,6a3a-7973-b509-532e,80,5,3,1,7,5,,1,8.0,INFANTRY,,Glimmersteel Blade,Melee,3,3,5,-1,1,4,Devastating Wounds,
Mandrakes,Xenos - Drukhari,,6a3a-7973-b509-532e,80,5,3,1,7,5,,1,8.0,INFANTRY,,Baleblast,Ranged,2,3,5,-1,1,1,"Devastating Wounds, Ignores Cover",
Mandrakes,Xenos - Drukhari,,6a3a-7973-b509-532e,80,5,3,1,7,5,,1,8.0,INFANTRY,,Glimmersteel Blade,Melee,3,3,5,-1,1,1,Devastating Wounds,
Raider,Xenos - Drukhari,,635b-21f4-f801-453,75,1,8,10,4,6,,2,14.0,"FLY, TRANSPORT, VEHICLE",,Bladevanes and chainsnares,Melee,D3+3,4,6,-1,1,1,,
Raider,Xenos - Drukhari,,635b-21f4-f801-453,75,1,8,10,4,6,,2,14.0,"FLY, TRANSPORT, VEHICLE",,Dark Lance,Ranged,1,3,12,-3,D6+2,1,,
Ravager,Xenos - Drukhari,,3376-d337-6a33-4bca,110,1,9,11,4,6,,3,14.0,"FLY, VEHICLE",,Bladevanes,Melee,3,4,6,-1,1,1,,
Ravager,Xenos - Drukhari,,3376-d337-6a33-4bca,110,1,9,11,4,6,,3,14.0,"FLY, VEHICLE",,Dark Lance,Ranged,1,3,12,-3,D6+2,3,,
Razorwing Jetfighter,Xenos - Drukhari,,fbc4-c7d0-db5b-91c,170,1,8,10,4,6,,0,0.0,"AIRCRAFT, FLY, VEHICLE",,Bladed Wings,Melee,3,4,6,-1,1,1,,
Razorwing Jetfighter,Xenos - Drukhari,,fbc4-c7d0-db5b-91c,170,1,8,10,4,6,,0,0.0,"AIRCRAFT, FLY, VEHICLE",,➤ Razorwing Missiles - Monoscythe Missiles,Ranged,D6,3,6,-1,2,1,Blast,
Razorwing Jetfighter,Xenos - Drukhari,,fbc4-c7d0-db5b-91c,170,1,8,10,4,6,,0,0.0,"AIRCRAFT, FLY, VEHICLE",,Dark Lance,Ranged,1,3,12,-3,D6+2,2,,
Razorwing Jetfighter,Xenos - Drukhari,,fbc4-c7d0-db5b-91c,170,1,8,10,4,6,,0,0.0,"AIRCRAFT, FLY, VEHICLE",,Twin Splinter Rifle,Ranged,2,3,2,0,1,1,"Twin-linked, Rapid Fire 2, Anti-Infantry 3+",
Reavers,Xenos - Drukhari,,2c3a-9752-2516-69ab,75,3,4,2,4,6,,2,16.0,"FLY, MOUNTED",,Splinter Rifle,Ranged,2,3,2,0,1,2,Anti-Infantry 3+,
Reavers,Xenos - Drukhari,,2c3a-9752-2516-69ab,75,3,4,2,4,6,,2,16.0,"FLY, MOUNTED",,Splinter Pistol,Ranged,1,3,2,0,1,2,Anti-Infantry 3+,
Reavers,Xenos - Drukhari,,2c3a-9752-2516-69ab,75,3,4,2,4,6,,2,16.0,"FLY, MOUNTED",,Bladevanes,Melee,4,3,4,-1,1,2,Lance,
Reavers,Xenos - Drukhari,,2c3a-9752-2516-69ab,75,3,4,2,4,6,,2,16.0,"FLY, MOUNTED",,Splinter Pistol,Ranged,1,3,2,0,1,1,Anti-Infantry 3+,
Reavers,Xenos - Drukhari,,2c3a-9752-2516-69ab,75,3,4,2,4,6,,2,16.0,"FLY, MOUNTED",,Bladevanes,Melee,4,3,4,-1,1,1,Lance,
Reavers,Xenos - Drukhari,,2c3a-9752-2516-69ab,75,3,4,2,4,6,,2,16.0,"FLY, MOUNTED",,Splinter Rifle,Ranged,2,3,2,0,1,1,Anti-Infantry 3+,
Scourges with Heavy Weapons,Xenos - Drukhari,,7c93-baac-e65f-58bd,110,5,3,1,4,5,,1,14.0,"FLY, INFANTRY",,Close combat weapon,Melee,2,3,3,0,1,4,,
Scourges with Heavy Weapons,Xenos - Drukhari,,7c93-baac-e65f-58bd,110,5,3,1,4,5,,1,14.0,"FLY, INFANTRY",,Splinter Cannon,Ranged,3,4,3,-1,2,4,"Sustained Hits 1, Heavy, Anti-Infantry 3+",
Scourges with Heavy Weapons,Xenos - Drukhari,,7c93-baac-e65f-58bd,110,5,3,1,4,5,,1,14.0,"FLY, INFANTRY",,Close combat weapon,Melee,2,3,3,0,1,1,,
Scourges with Heavy Weapons,Xenos - Drukhari,,7c93-baac-e65f-58bd,110,5,3,1,4,5,,1,14.0,"FLY, INFANTRY",,Shardcarbine,Ranged,3,3,2,0,1,1,Anti-Infantry 3+,
Scourges with Shardcarbines,Xenos - Drukhari,,f2d1-4574-223f-998f,75,5,3,1,4,5,,1,14.0,"FLY, INFANTRY",,Shardcarbine,Ranged,3,3,2,0,1,4,Anti-Infantry 3+,
Scourges with Shardcarbines,Xenos - Drukhari,,f2d1-4574-223f-998f,75,5,3,1,4,5,,1,14.0,"FLY, INFANTRY",,Close combat weapon,Melee,2,3,3,0,1,4,,
Scourges with Shardcarbines,Xenos - Drukhari,,f2d1-4574-223f-998f,75,5,3,1,4,5,,1,14.0,"FLY, INFANTRY",,Close combat weapon,Melee,2,3,3,0,1,1,,
Scourges with Shardcarbines,Xenos - Drukhari,,f2d1-4574-223f-998f,75,5,3,1,4,5,,1,14.0,"FLY, INFANTRY",,Shardcarbine,Ranged,3,3,2,0,1,1,Anti-Infantry 3+,
Succubus,Xenos - Drukhari,,b5a9-c802-10f0-6768,50,1,3,4,6,4,,1,8.0,"CHARACTER, INFANTRY",,Archite glaive and agoniser,Melee,7,2,3,-2,1,1,Anti-Infantry 3+,
Talos,Xenos - Drukhari,,5c5f-b70b-f6ee-a81e,75,1,7,7,3,6,,2,7.0,"FLY, MONSTER",,Macro-Scalpel,Melee,5,3,7,-2,2,1,,
Talos,Xenos - Drukhari,,5c5f-b70b-f6ee-a81e,75,1,7,7,3,6,,2,7.0,"FLY, MONSTER",,Macro-Scalpel,Melee,5,3,7,-2,2,1,,
Talos,Xenos - Drukhari,,5c5f-b70b-f6ee-a81e,75,1,7,7,3,6,,2,7.0,"FLY, MONSTER",,Twin Splinter Cannon,Ranged,3,3,3,-1,2,1,"Sustained Hits 1, Twin-linked, Anti-Infantry 3+",
Venom,Xenos - Drukhari,,ee2c-6ca0-5e29-37a6,65,1,6,6,4,6,,1,14.0,"FLY, TRANSPORT, VEHICLE",,Bladevanes,Melee,3,4,5,-1,1,1,,
Venom,Xenos - Drukhari,,ee2c-6ca0-5e29-37a6,65,1,6,6,4,6,,1,14.0,"FLY, TRANSPORT, VEHICLE",,Splinter Cannon,Ranged,3,3,3,-1,2,1,"Sustained Hits 1, Anti-Infantry 3+",
Venom,Xenos - Drukhari,,ee2c-6ca0-5e29-37a6,65,1,6,6,4,6,,1,14.0,"FLY, TRANSPORT, VEHICLE",,Twin Splinter Rifle,Ranged,2,3,2,0,1,1,"Twin-linked, Rapid Fire 2, Anti-Infantry 3+",
Voidraven Bomber,Xenos - Drukhari,,71e1-7d54-4856-4ce1,245,1,9,12,4,6,,0,0.0,"AIRCRAFT, FLY, VEHICLE",,Bladed Wings,Melee,3,4,6,-1,1,1,,
Voidraven Bomber,Xenos - Drukhari,,71e1-7d54-4856-4ce1,245,1,9,12,4,6,,0,0.0,"AIRCRAFT, FLY, VEHICLE",,Void Lance,Ranged,2,3,14,-4,D6+2,2,,
Wracks,Xenos - Drukhari,,2659-7a1b-3ce6-8e4b,60,5,4,2,5,6,,2,7.0,"BATTLELINE, INFANTRY",,Twin Torturer's Tools,Melee,2,3,4,-1,1,4,"Twin-linked, Anti-Infantry 4+",
Wracks,Xenos - Drukhari,,2659-7a1b-3ce6-8e4b,60,5,4,2,5,6,,2,7.0,"BATTLELINE, INFANTRY",,Twin Torturer's Tools,Melee,2,3,4,-1,1,1,"Twin-linked, Anti-Infantry 4+",
Wyches,Xenos - Drukhari,,edca-1a1b-902d-421a,90,10,3,1,6,4,,2,8.0,"BATTLELINE, INFANTRY",,Splinter Pistol,Ranged,1,3,2,0,1,6,Anti-Infantry 3+,
Wyches,Xenos - Drukhari,,edca-1a1b-902d-421a,90,10,3,1,6,4,,2,8.0,"BATTLELINE, INFANTRY",,Hekatarii Blade,Melee,4,3,3,-1,1,6,,
Wyches,Xenos - Drukhari,,edca-1a1b-902d-421a,90,10,3,1,6,4,,2,8.0,"BATTLELINE, INFANTRY",,Splinter Pistol,Ranged,1,3,2,0,1,3,Anti-Infantry 3+,
Wyches,Xenos - Drukhari,,edca-1a1b-902d-421a,90,10,3,1,6,4,,2,8.0,"BATTLELINE, INFANTRY",,Hekatarii Blade,Melee,4,3,3,-1,1,3,,
Wyches,Xenos - Drukhari,,edca-1a1b-902d-421a,90,10,3,1,6,4,,2,8.0,"BATTLELINE, INFANTRY",,Splinter Pistol,Ranged,1,3,2,0,1,1,Anti-Infantry 3+,
Wyches,Xenos - Drukhari,,edca-1a1b-902d-421a,90,10,3,1,6,4,,2,8.0,"BATTLELINE, INFANTRY",,Hekatarii Blade,Melee,4,3,3,-1,1,1,,
Aberrants,Xenos - Genestealer Cults,,f51d-bc51-f301-9dee,140,5,6,3,5,,5,1,6.0,INFANTRY,,Aberrant weapons,Melee,3,3,7,-2,2,1,,
Aberrants,Xenos - Genestealer Cults,,f51d-bc51-f301-9dee,140,5,6,3,5,,5,1,6.0,INFANTRY,,Aberrant weapons,Melee,3,3,7,-2,2,4,,
Abominant,Xenos - Genestealer Cults,,97b1-4873-9fcb-5cb8,85,1,6,5,5,,5,1,6.0,"CHARACTER, INFANTRY",,Power sledgehammer,Melee,4,3,12,-2,D6+1,1,,
Achilles Ridgerunners,Xenos - Genestealer Cults,,cf71-a12a-2730-c40b,95,1,7,8,3,,,3,12.0,VEHICLE,,Armoured hull,Melee,3,4,5,0,1,1,,
Achilles Ridgerunners,Xenos - Genestealer Cults,,cf71-a12a-2730-c40b,95,1,7,8,3,,,3,12.0,VEHICLE,,Twin heavy stubber,Ranged,3,4,4,0,1,1,"Twin-linked, Rapid Fire 3",
Achilles Ridgerunners,Xenos - Genestealer Cults,,cf71-a12a-2730-c40b,95,1,7,8,3,,,3,12.0,VEHICLE,,Achilles missile launcher,Ranged,3,4,9,-2,3,1,,
Acolyte Hybrids with Autopistols,Xenos - Genestealer Cults,,04cc-6196-1755-ad58,70,5,4,1,5,,,2,6.0,"BATTLELINE, INFANTRY",,Autopistol,Ranged,1,4,3,0,1,4,,
Acolyte Hybrids with Autopistols,Xenos - Genestealer Cults,,04cc-6196-1755-ad58,70,5,4,1,5,,,2,6.0,"BATTLELINE, INFANTRY",,Cult claws and knife,Melee,3,3,4,-1,1,4,,
Acolyte Hybrids with Autopistols,Xenos - Genestealer Cults,,04cc-6196-1755-ad58,70,5,4,1,5,,,2,6.0,"BATTLELINE, INFANTRY",,Autopistol,Ranged,1,4,3,0,1,1,,
Acolyte Hybrids with Autopistols,Xenos - Genestealer Cults,,04cc-6196-1755-ad58,70,5,4,1,5,,,2,6.0,"BATTLELINE, INFANTRY",,Leader's Bio-weapons,Melee,5,3,5,-2,1,1,,
Acolyte Hybrids with Hand Flamers,Xenos - Genestealer Cults,,a197-f6c3-5d4a-5326,75,5,4,1,5,,,2,6.0,"BATTLELINE, INFANTRY",,Hand flamer,Ranged,D6,2,3,0,1,4,"Torrent, Ignores Cover",
Acolyte Hybrids with Hand Flamers,Xenos - Genestealer Cults,,a197-f6c3-5d4a-5326,75,5,4,1,5,,,2,6.0,"BATTLELINE, INFANTRY",,Cult claws and knife,Melee,3,3,4,-1,1,4,,
Acolyte Hybrids with Hand Flamers,Xenos - Genestealer Cults,,a197-f6c3-5d4a-5326,75,5,4,1,5,,,2,6.0,"BATTLELINE, INFANTRY",,Hand flamer,Ranged,D6,2,3,0,1,1,"Torrent, Ignores Cover",
Acolyte Hybrids with Hand Flamers,Xenos - Genestealer Cults,,a197-f6c3-5d4a-5326,75,5,4,1,5,,,2,6.0,"BATTLELINE, INFANTRY",,Leader's bio-weapons,Melee,5,3,5,-2,1,1,,
Acolyte Iconward,Xenos - Genestealer Cults,,e367-b2cb-d22a-b17c,50,1,4,3,5,,,1,6.0,"CHARACTER, INFANTRY",,Cult claws,Melee,4,3,4,-1,1,1,,
Acolyte Iconward,Xenos - Genestealer Cults,,e367-b2cb-d22a-b17c,50,1,4,3,5,,,1,6.0,"CHARACTER, INFANTRY",,Autopistol,Ranged,1,3,3,0,1,1,,
Armoured Sentinels,Imperium - Astra Militarum,Xenos - Genestealer Cults,7e34-20cf-1149-74a1,65,1,8,7,2,,,2,8.0,"VEHICLE, WALKER",,Close combat weapon,Melee,2,4,6,0,1,1,,
Armoured Sentinels,Imperium - Astra Militarum,Xenos - Genestealer Cults,7e34-20cf-1149-74a1,65,1,8,7,2,,,2,8.0,"VEHICLE, WALKER",,Multi-laser,Ranged,4,4,6,0,1,1,,
